700,50000,20000,1,1
650,45000,15000,1,1
600,30000,25000,0,0
720,60000,22000,1,1
580,29000,18000,0,0
700,35000,20000,1,1
600,40000,20000,1,1
600,10000,20000,0,0
200,20000,25000,0,0
650,35000,20000,1,1
229,22300,13300,1,1
231,58900,49900,0,0
233,46500,37500,1,1
235,37100,28100,1,1
237,27900,18900,1,1
239,51400,42400,0,0
241,32600,23600,1,1
243,49200,40200,1,1
245,25000,16000,0,0
247,41700,32700,0,0
249,56300,47300,0,0
251,39500,30500,0,0
253,29800,20800,1,1
255,53600,44600,1,1
257,34800,25800,0,0
259,43000,34000,1,1
261,23200,14200,1,1
263,57500,48500,1,1
265,47700,38700,1,1
267,38300,29300,1,1
269,28100,19100,1,1
271,52700,43700,1,1
273,33900,24900,0,0
275,45100,36100,1,1
277,25300,16300,1,1
279,50500,41500,0,0
281,31700,22700,1,1
283,48400,39400,0,0
285,26600,17600,1,1
287,42800,33800,1,1
289,57000,48000,1,1
291,39700,30700,1,1
293,29900,20900,1,1
295,54100,45100,0,0
297,35300,26300,1,1
299,43500,34500,0,0
301,23700,14700,1,1
303,58000,49000,1,1
305,48200,39200,1,1
307,38500,29500,1,1
309,28300,19300,1,1
311,52900,43900,1,1
313,34100,25100,1,1
315,45300,36300,0,0
317,25500,16500,1,1
319,50700,41700,1,1
321,31900,22900,1,1
323,48600,39600,0,0
325,26800,17800,1,1
327,43000,34000,1,1
329,57200,48200,0,0
331,39900,30900,1,1
333,30100,21100,1,1
335,54300,45300,1,1
337,35500,26500,0,0
339,43700,34700,1,1
341,23900,14900,1,1
343,58200,49200,0,0
345,48400,39400,1,1
347,38700,29700,1,1
349,28500,19500,1,1
351,53100,44100,0,0
353,34300,25300,1,1
355,45500,36500,1,1
357,25700,16700,0,0
359,50900,41900,1,1
361,32100,23100,1,1
363,48800,39800,1,1
365,27000,18000,0,0
367,43200,34200,1,1
369,57400,48400,1,1
371,40100,31100,0,0
373,30300,21300,1,1
375,54500,45500,1,1
377,35700,26700,1,1
379,43900,34900,0,0
381,24100,15100,1,1
383,58400,49400,1,1
385,48600,39600,0,0
387,38900,29900,1,1
389,28700,19700,1,1
391,53300,44300,1,1
393,34500,25500,0,0
395,45700,36700,1,1
397,25900,16900,1,1
399,51100,42100,0,0
401,32300,23300,1,1
403,48900,39900,1,1
405,27200,18200,1,1
407,43400,34400,0,0
409,57600,48600,1,1
411,40300,31300,1,1
413,30500,21500,0,0
415,54700,45700,1,1
417,35900,26900,1,1
419,44100,35100,1,1
421,24300,15300,0,0
423,58600,49600,1,1
425,48800,39800,1,1
427,39100,30100,0,0
429,40900,31900,1,1
431,24500,15500,1,1
433,58800,49800,1,1
435,47900,38900,0,0
437,38400,29400,1,1
439,28600,19600,1,1
441,53200,44200,0,0
443,34400,25400,1,1
445,45600,36600,1,1
447,25800,16800,1,1
449,51000,42000,0,0
451,32200,23200,1,1
453,48900,39900,1,1
455,27100,18100,0,0
457,43300,34300,0,0
459,57700,48700,0,0
461,40000,31000,0,0
463,30200,21200,0,0
465,54400,45400,0,0
467,35600,26600,0,0
469,43800,34800,1,1
471,24000,15000,1,1
473,58300,49300,0,0
475,48500,39500,1,1
477,38800,29800,1,1
479,28900,19900,0,0
481,53500,44500,1,1
483,34700,25700,1,1
485,45900,36900,0,0
487,26100,17100,0,0
489,55800,46800,0,0
491,36000,27000,1,1
493,46200,37200,1,1
495,26400,17400,1,1
497,51600,42600,0,0
499,32800,23800,1,1
501,49000,40000,1,1
503,27300,18300,0,0
505,43500,34500,1,1
507,23700,14700,1,1
509,58000,49000,1,1
511,48200,39200,0,0
513,38500,29500,1,1
515,28700,19700,1,1
517,53300,44300,0,0
519,34600,25600,1,1
521,45800,36800,1,1
523,26000,17000,1,1
525,51200,42200,0,0
527,32400,23400,1,1
529,49600,40600,1,1
531,27800,18800,0,0
533,44000,35000,0,0
535,24200,15200,0,0
537,58500,49500,0,0
539,48700,39700,0,0
541,39000,30000,0,0
543,29200,20200,0,0
545,53700,44700,1,1
547,34900,25900,1,1
549,46100,37100,0,0
551,26300,17300,1,1
553,51500,42500,1,1
555,32700,23700,0,0
557,49900,40900,1,1
559,28100,19100,1,1
561,44300,35300,0,0
563,24500,15500,1,1
565,58800,49800,0,0
567,48900,39900,1,1
569,39200,30200,1,1
571,29400,20400,0,0
573,53900,44900,1,1
575,35100,26100,1,1
577,46300,37300,1,1
579,26500,17500,0,0
581,51700,42700,1,1
583,32900,23900,1,1
585,50100,41100,0,0
587,28300,19300,1,1
589,44500,35500,1,1
591,24700,15700,1,1
593,59000,50000,0,0
595,49100,40100,1,1
597,39300,30300,1,1
599,29500,20500,0,0
201,54000,45000,1,1
203,35200,26200,1,1
205,46400,37400,1,1
207,26600,17600,0,0
209,26500,17500,1,1
211,51700,42700,1,1
213,32900,23900,0,0
215,50100,41100,0,0
217,28300,19300,0,0
219,44500,35500,0,0
221,24700,15700,0,0
223,59000,50000,0,0
225,49100,40100,0,0
227,39300,30300,1,1
